,compound,a,Tc,elements,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
67,Nb1C0.42N0.58,4.4652,17.77421,Nb C N,Nb1 C0.42 N0.58,6.0,41.0,35.0,23.790000000000003,17.21,41.0,47.0,82.0,35.0,63.45,16.45,47.0,12.0107,92.90638,80.89568,53.03738,39.869,92.90638,63.05,3823.0,3759.95,2196.1145,1237.1774099999998,2750.0,5.0,15.0,10.0,9.79,4.79,5.0,2.0,5.0,3.0,3.5,1.5,5.0,71.0,164.0,93.0,118.55,45.449999999999996,164.0,1.6,3.04,1.44,2.2171000000000003,0.6170999999999999,1.6,1.0,2.0,1.0,1.5,0.5,1.0,0.0,3.0,3.0,1.2899999999999998,1.29,0.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.79,0.3318,5.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,4.0,4.0,1.71,1.71,0.0,0.0,6.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.21,1.79,7.0,5.64,18.18,12.54,14.5573375,3.74528175,18.18,0.0,6.437,6.437,2.81089,2.81089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,229.0
68,Nb1C0.5N0.5,4.47,17.29792,Nb C N,Nb1 C0.5 N0.5,6.0,41.0,35.0,23.75,17.25,41.0,47.0,82.0,35.0,63.25,16.25,47.0,12.0107,92.90638,80.89568,52.95754,39.94884,92.90638,63.05,3823.0,3759.95,2346.5125,1141.73125,2750.0,5.0,15.0,10.0,9.75,4.75,5.0,2.0,5.0,3.0,3.5,1.5,5.0,71.0,164.0,93.0,118.75,45.25,164.0,1.6,3.04,1.44,2.1975,0.5974999999999999,1.6,1.0,2.0,1.0,1.5,0.5,1.0,0.0,3.0,3.0,1.25,1.25,0.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.75,0.375,5.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,4.0,4.0,1.75,1.75,0.0,0.0,6.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.25,1.75,7.0,5.64,18.18,12.54,14.1921875,4.27609375,18.18,0.0,6.437,6.437,2.73325,2.73325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,229.0
69,Nb1C0.6N0.4,4.476,16.11374,Nb C N,Nb1 C0.6 N0.4,6.0,41.0,35.0,23.7,17.3,41.0,47.0,82.0,35.0,63.0,16.0,47.0,12.0107,92.90638,80.89568,52.85774,40.04863999999999,92.90638,63.05,3823.0,3759.95,2534.5099999999998,988.5840000000001,2750.0,5.0,15.0,10.0,9.7,4.7,5.0,2.0,5.0,3.0,3.5,1.5,5.0,71.0,164.0,93.0,119.0,45.0,164.0,1.6,3.04,1.44,2.173,0.573,1.6,1.0,2.0,1.0,1.5,0.5,1.0,0.0,3.0,3.0,1.2000000000000002,1.2000000000000002,0.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.7,0.41999999999999993,5.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,4.0,4.0,1.8,1.8,0.0,0.0,6.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.300000000000001,1.7,7.0,5.64,18.18,12.54,13.73575,4.85745,18.18,0.0,6.437,6.437,2.6362,2.6362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,229.0
70,Nb1C0.75N0.25,4.485,14.13536,Nb C N,Nb1 C0.75 N0.25,6.0,41.0,35.0,23.625,17.375,41.0,47.0,82.0,35.0,62.625,15.625,47.0,12.0107,92.90638,80.89568,52.708040000000004,40.19834,92.90638,63.05,3823.0,3759.95,2816.50625,754.8703125,2750.0,5.0,15.0,10.0,9.625,4.625,5.0,2.0,5.0,3.0,3.5,1.5,5.0,71.0,164.0,93.0,119.375,44.625,164.0,1.6,3.04,1.44,2.13625,0.5362499999999999,1.6,1.0,2.0,1.0,1.5,0.5,1.0,0.0,3.0,3.0,1.125,1.125,0.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.625,0.46875,5.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,4.0,4.0,1.875,1.875,0.0,0.0,6.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.375,1.625,7.0,5.64,18.18,12.54,13.05109375,5.558320312500001,18.18,0.0,6.437,6.437,2.490625,2.490625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,229.0
71,Nb1C0.88N0.12,4.4928,12.43188,Nb C N,Nb1 C0.88 N0.12,6.0,41.0,35.0,23.560000000000002,17.44,41.0,47.0,82.0,35.0,62.300000000000004,15.3,47.0,12.0107,92.90638,80.89568,52.5783,40.32808,92.90638,63.05,3823.0,3759.95,3060.903,670.64536,2750.0,5.0,15.0,10.0,9.56,4.56,5.0,2.0,5.0,3.0,3.5,1.5000000000000002,5.0,71.0,164.0,93.0,119.7,44.3,164.0,1.6,3.04,1.44,2.1044,0.5043999999999998,1.6,1.0,2.0,1.0,1.5,0.5,1.0,0.0,3.0,3.0,1.06,1.06,0.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.56,0.49280000000000007,5.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,4.0,4.0,1.94,1.94,0.0,0.0,6.0,6.0,3.0,3.0000000000000004,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.4399999999999995,1.56,7.0,5.64,18.18,12.54,12.457725,5.999598000000001,18.18,0.0,6.437,6.437,2.3644600000000002,2.3644600000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,229.0
72,Ti0.1Nb0.9N1,4.427,16.29015,Nb Ti N,Ti0.1 Nb0.9 N1,7.0,41.0,34.0,23.05,16.155,7.0,43.0,82.0,39.0,64.3,17.700000000000003,82.0,14.0067,92.90638,78.89968,51.204570999999994,37.5316281,14.0067,63.05,2750.0,2686.95,1366.075,1303.025,63.05,4.0,15.0,11.0,9.95,5.05,15.0,2.0,5.0,3.0,3.45,1.45,2.0,71.0,164.0,93.0,117.3,46.3,71.0,1.54,3.04,1.5,2.317,0.723,3.04,1.0,2.0,1.0,1.55,0.495,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.9000000000000001,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.95,0.09499999999999985,5.0,0.0,1.0,1.0,0.45,0.495,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,8.0,8.0,3.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.05,2.05,3.0,14.76875,18.18,3.411249999999999,16.399875,1.6311249999999995,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,2.25333333333e-05,2.25333333333e-05,1.126666666665e-06,2.1406666666635e-06,0.0,194.0,229.0,35.0,209.75,17.325,194.0
73,Ti0.15Nb0.85N1,4.4205,16.6,Nb Ti N,Ti0.15 Nb0.85 N1,7.0,41.0,34.0,22.575,15.661249999999999,7.0,43.0,82.0,39.0,64.2,17.8,82.0,14.0067,92.90638,78.89968,50.07858649999999,36.403624474999994,14.0067,63.05,2750.0,2686.95,1345.8500000000001,1282.8000000000002,63.05,4.0,15.0,11.0,9.925,5.074999999999999,15.0,2.0,5.0,3.0,3.425,1.4249999999999998,2.0,71.0,164.0,93.0,117.2,46.2,71.0,1.54,3.04,1.5,2.3155,0.7244999999999999,3.04,1.0,2.0,1.0,1.575,0.48875,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.8499999999999999,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.925,0.13875000000000015,5.0,0.0,1.0,1.0,0.425,0.48875,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,8.0,8.0,3.15,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.075,2.075,3.0,14.76875,18.18,3.411249999999999,16.362625,1.5938749999999997,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,2.25333333333e-05,2.25333333333e-05,1.6899999999975001e-06,3.1264999999953753e-06,0.0,194.0,229.0,35.0,208.875,17.10625,194.0
74,Ti0.25Nb0.75N1,4.4075,16.9,Nb Ti N,Ti0.25 Nb0.75 N1,7.0,41.0,34.0,21.625,14.625,7.0,43.0,82.0,39.0,64.0,18.0,82.0,14.0067,92.90638,78.89968,47.8266175,33.819917499999995,14.0067,63.05,2750.0,2686.95,1305.4,1242.35,63.05,4.0,15.0,11.0,9.875,5.125,15.0,2.0,5.0,3.0,3.375,1.375,2.0,71.0,164.0,93.0,117.0,46.0,71.0,1.54,3.04,1.5,2.3125,0.7275,3.04,1.0,2.0,1.0,1.625,0.46875,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.75,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.875,0.21875,5.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,8.0,8.0,3.25,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.125,2.125,3.0,14.76875,18.18,3.411249999999999,16.288125,1.5193749999999997,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,2.25333333333e-05,2.25333333333e-05,2.8166666666625e-06,4.9291666666593755e-06,0.0,194.0,229.0,35.0,207.125,16.40625,194.0
75,Ti0.3Nb0.7N1,4.401,17.06104,Nb Ti N,Ti0.3 Nb0.7 N1,7.0,41.0,34.0,21.15,14.149999999999999,7.0,43.0,82.0,39.0,63.9,18.1,82.0,14.0067,92.90638,78.89968,46.700632999999996,32.693933,14.0067,63.05,2750.0,2686.95,1285.175,1222.125,63.05,4.0,15.0,11.0,9.85,5.15,15.0,2.0,5.0,3.0,3.35,1.35,2.0,71.0,164.0,93.0,116.9,45.9,71.0,1.54,3.04,1.5,2.311,0.729,3.04,1.0,2.0,1.0,1.65,0.455,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.85,0.2550000000000002,5.0,0.0,1.0,1.0,0.35,0.45499999999999996,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,8.0,8.0,3.3,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.1499999999999995,2.15,3.0,14.76875,18.18,3.411249999999999,16.250875,1.4821249999999997,14.76875,0.0,6.437,6.437,3.2185,3.2184999999999997,6.437,0.0,2.25333333333e-05,2.25333333333e-05,3.3799999999950002e-06,5.7459999999915e-06,0.0,194.0,229.0,35.0,206.25,15.924999999999999,194.0
76,Ti0.35Nb0.65N1,4.3945,16.99991,Nb Ti N,Ti0.35 Nb0.65 N1,7.0,41.0,34.0,20.675,13.675,7.0,43.0,82.0,39.0,63.8,18.2,82.0,14.0067,92.90638,78.89968,45.574648499999995,31.5679485,14.0067,63.05,2750.0,2686.95,1264.95,1201.9,63.05,4.0,15.0,11.0,9.825,5.175,15.0,2.0,5.0,3.0,3.325,1.325,2.0,71.0,164.0,93.0,116.80000000000001,45.8,71.0,1.54,3.04,1.5,2.3095,0.7304999999999999,3.04,1.0,2.0,1.0,1.675,0.43875,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.65,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.825,0.2887499999999999,5.0,0.0,1.0,1.0,0.325,0.43875,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,8.0,8.0,3.35,3.3499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.175,2.175,3.0,14.76875,18.18,3.411249999999999,16.213625,1.4448749999999997,14.76875,0.0,6.437,6.437,3.2185,3.2184999999999997,6.437,0.0,2.25333333333e-05,2.25333333333e-05,3.9433333333275e-06,6.5064999999903755e-06,0.0,194.0,229.0,35.0,205.375,15.356250000000001,194.0
77,Ti0.39Nb0.61N1,4.3893,16.84325,Nb Ti N,Ti0.39 Nb0.61 N1,7.0,41.0,34.0,20.294999999999998,13.295,7.0,43.0,82.0,39.0,63.72,18.28,82.0,14.0067,92.90638,78.89968,44.673860899999994,30.6671609,14.0067,63.05,2750.0,2686.95,1248.77,1185.72,63.05,4.0,15.0,11.0,9.805,5.195,15.0,2.0,5.0,3.0,3.3049999999999997,1.305,2.0,71.0,164.0,93.0,116.72,45.72,71.0,1.54,3.04,1.5,2.3083,0.7317,3.04,1.0,2.0,1.0,1.695,0.42395,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.6099999999999999,1.6099999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.805,0.3139500000000002,5.0,0.0,1.0,1.0,0.305,0.42395000000000005,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,8.0,8.0,3.39,3.3899999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.195,2.1950000000000003,3.0,14.76875,18.18,3.411249999999999,16.183825,1.4150749999999999,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,2.25333333333e-05,2.25333333333e-05,4.3939999999935005e-06,7.074339999989535e-06,0.0,194.0,229.0,35.0,204.675,14.838250000000006,194.0
78,Ti0.5Nb0.5N1,4.375,15.67347,Nb Ti N,Ti0.5 Nb0.5 N1,7.0,41.0,34.0,19.25,12.25,7.0,43.0,82.0,39.0,63.5,18.5,82.0,14.0067,92.90638,78.89968,42.196695,28.189994999999996,14.0067,63.05,2750.0,2686.95,1204.275,1141.225,63.05,4.0,15.0,11.0,9.75,5.25,15.0,2.0,5.0,3.0,3.25,1.25,2.0,71.0,164.0,93.0,116.5,45.5,71.0,1.54,3.04,1.5,2.305,0.735,3.04,1.0,2.0,1.0,1.75,0.375,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.75,0.375,5.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,8.0,8.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.25,2.25,3.0,14.76875,18.18,3.411249999999999,16.101875,1.333125,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,2.25333333333e-05,2.25333333333e-05,5.633333333325e-06,8.4499999999875e-06,0.0,194.0,229.0,35.0,202.75,13.125,194.0
79,Ti0.6Nb0.4N1,4.362,13.8048,Nb Ti N,Ti0.6 Nb0.4 N1,7.0,41.0,34.0,18.3,11.3,7.0,43.0,82.0,39.0,63.3,18.7,82.0,14.0067,92.90638,78.89968,39.944725999999996,25.938025999999997,14.0067,63.05,2750.0,2686.95,1163.825,1100.775,63.05,4.0,15.0,11.0,9.7,5.3,15.0,2.0,5.0,3.0,3.2,1.2,2.0,71.0,164.0,93.0,116.30000000000001,45.3,71.0,1.54,3.04,1.5,2.302,0.738,3.04,1.0,2.0,1.0,1.8,0.32,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.7,0.41999999999999993,5.0,0.0,1.0,1.0,0.2,0.32000000000000006,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,8.0,8.0,3.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.3,2.3,3.0,14.76875,18.18,3.411249999999999,16.027375,1.2586249999999999,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,2.25333333333e-05,2.25333333333e-05,6.7599999999900004e-06,9.463999999986e-06,0.0,194.0,229.0,35.0,201.0,11.200000000000001,194.0
80,Ti0.64Nb0.36N1,4.3568,13.23554,Nb Ti N,Ti0.64 Nb0.36 N1,7.0,41.0,34.0,17.92,10.92,7.0,43.0,82.0,39.0,63.22,18.78,82.0,14.0067,92.90638,78.89968,39.043938399999995,25.0372384,14.0067,63.05,2750.0,2686.95,1147.645,1084.595,63.05,4.0,15.0,11.0,9.68,5.32,15.0,2.0,5.0,3.0,3.1799999999999997,1.18,2.0,71.0,164.0,93.0,116.22,45.22,71.0,1.54,3.04,1.5,2.3007999999999997,0.7392,3.04,1.0,2.0,1.0,1.82,0.29519999999999996,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.3599999999999999,1.3599999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.68,0.4352000000000001,5.0,0.0,1.0,1.0,0.18,0.2952,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,8.0,8.0,3.64,3.6399999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.32,2.3200000000000003,3.0,14.76875,18.18,3.411249999999999,15.997575000000001,1.228825,14.76875,0.0,6.437,6.437,3.2185,3.2185000000000006,6.437,0.0,2.25333333333e-05,2.25333333333e-05,7.210666666656e-06,9.806506666652161e-06,0.0,194.0,229.0,35.0,200.3,10.332000000000008,194.0
81,Ti0.75Nb0.25N1,4.3425,9.938681,Nb Ti N,Ti0.75 Nb0.25 N1,7.0,41.0,34.0,16.875,9.875,7.0,43.0,82.0,39.0,63.0,19.0,82.0,14.0067,92.90638,78.89968,36.5667725,22.560072499999997,14.0067,63.05,2750.0,2686.95,1103.15,1040.1,63.05,4.0,15.0,11.0,9.625,5.375,15.0,2.0,5.0,3.0,3.125,1.125,2.0,71.0,164.0,93.0,116.0,45.0,71.0,1.54,3.04,1.5,2.2975000000000003,0.7424999999999999,3.04,1.0,2.0,1.0,1.875,0.21875,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.625,0.46875,5.0,0.0,1.0,1.0,0.125,0.21875,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,8.0,8.0,3.75,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.375,2.375,3.0,14.76875,18.18,3.411249999999999,15.915625,1.146875,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,2.25333333333e-05,2.25333333333e-05,8.4499999999875e-06,1.0562499999984377e-05,0.0,194.0,229.0,35.0,198.375,7.65625,194.0
82,Ti0.9Nb0.1N1,4.323,6.612339,Nb Ti N,Ti0.9 Nb0.1 N1,7.0,41.0,34.0,15.450000000000001,8.45,7.0,43.0,82.0,39.0,62.7,19.3,82.0,14.0067,92.90638,78.89968,33.188819,19.182119,14.0067,63.05,2750.0,2686.95,1042.4750000000001,979.4250000000001,63.05,4.0,15.0,11.0,9.55,5.45,15.0,2.0,5.0,3.0,3.05,1.05,2.0,71.0,164.0,93.0,115.7,44.7,71.0,1.54,3.04,1.5,2.293,0.747,3.04,1.0,2.0,1.0,1.9500000000000002,0.09499999999999985,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.55,0.495,5.0,0.0,1.0,1.0,0.05,0.095,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,8.0,8.0,3.9000000000000004,3.9000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.45,2.45,3.0,14.76875,18.18,3.411249999999999,15.803875000000001,1.0351250000000003,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,2.25333333333e-05,2.25333333333e-05,1.0139999999985e-05,1.11539999999835e-05,0.0,194.0,229.0,35.0,195.75,3.325,194.0
83,V0.02Nb0.98N1,4.436,11.93745,Nb V N,V0.02 Nb0.98 N1,7.0,41.0,34.0,23.82,16.8364,7.0,46.0,82.0,36.0,64.49000000000001,17.509999999999998,82.0,14.0067,92.90638,78.89968,53.03689119999999,39.072099023999996,14.0067,63.05,2750.0,2686.95,1400.855,1337.805,63.05,5.0,15.0,10.0,10.0,5.0,15.0,2.0,5.0,3.0,3.49,1.49,2.0,71.0,164.0,93.0,117.39,46.39,71.0,1.6,3.04,1.44,2.3203,0.7197,3.04,1.0,2.0,1.0,1.51,0.4998,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.99,1.9899999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,1.0,0.49,0.4998,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,7.0,7.0,3.01,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.0,2.0,3.0,13.01,18.18,5.17,16.422674999999998,1.7221784999999996,14.76875,0.0,6.437,6.437,3.2185,3.2184999999999997,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
84,V0.03Nb0.97N1,4.434,10.03335,Nb V N,V0.03 Nb0.97 N1,7.0,41.0,34.0,23.729999999999997,16.7519,7.0,46.0,82.0,36.0,64.485,17.515,82.0,14.0067,92.90638,78.89968,52.8270668,38.876933804000004,14.0067,63.05,2750.0,2686.95,1398.02,1334.97,63.05,5.0,15.0,10.0,10.0,5.0,15.0,2.0,5.0,3.0,3.485,1.4849999999999999,2.0,71.0,164.0,93.0,117.335,46.334999999999994,71.0,1.6,3.04,1.44,2.32045,0.7195499999999999,3.04,1.0,2.0,1.0,1.5150000000000001,0.49955,2.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,4.0,4.0,1.9849999999999999,1.9849999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,1.0,0.485,0.49955,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,7.0,7.0,3.015,3.0149999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.0,2.0,3.0,13.01,18.18,5.17,16.396825,1.7296797499999994,14.76875,0.0,6.437,6.437,3.2185,3.2185,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
